-9.0838e+05,1.2053
-9.083e+05,1.2078
-9.0798e+05,1.2098
-9.0782e+05,1.2106
-9.0766e+05,1.2155
-9.0734e+05,1.2186
-9.0726e+05,1.2198
-9.071e+05,1.2212
-9.0702e+05,1.2218
-9.0686e+05,1.2229
-9.0655e+05,1.2259
-9.0639e+05,1.2278
-9.0631e+05,1.2294
-9.0607e+05,1.2316
-9.0583e+05,1.2351
-9.0559e+05,1.2381
-9.0535e+05,1.2398
-9.0519e+05,1.2406
-9.0511e+05,1.2418
-9.0503e+05,1.243
-9.0496e+05,1.2436
-9.048e+05,1.2439
-9.0464e+05,1.2487
-9.044e+05,1.2508
-9.0416e+05,1.252
-9.0384e+05,1.2571
-9.036e+05,1.26
-9.0312e+05,1.262
-9.0297e+05,1.2655
-9.0289e+05,1.2661
-9.0265e+05,1.2667
-9.0241e+05,1.2689
-9.0225e+05,1.2724
-9.0177e+05,1.274
-9.0161e+05,1.2754
-9.0145e+05,1.2767
-9.0129e+05,1.2785
-9.0106e+05,1.2797
-9.009e+05,1.2818
-9.0066e+05,1.2834
-9.0042e+05,1.286
-8.9994e+05,1.2893
-8.9986e+05,1.2897
-8.9978e+05,1.2903
-8.997e+05,1.2911
-8.9946e+05,1.2917
-8.9923e+05,1.2944
-8.9907e+05,1.2954
-8.9883e+05,1.2966
-8.9835e+05,1.2999
-8.9811e+05,1.3011
-8.9771e+05,1.3025
-8.9747e+05,1.3042
-8.974e+05,1.3058
-8.966e+05,1.3091
-8.9644e+05,1.3105
-8.9636e+05,1.3109
-8.962e+05,1.3111
-8.9572e+05,1.3113
-8.9564e+05,1.3115
-8.9549e+05,1.3137
-8.9533e+05,1.3148
-8.9525e+05,1.3158
-8.9461e+05,1.3186
-8.9445e+05,1.3195
-8.9429e+05,1.3209
-8.935e+05,1.3243
-8.9278e+05,1.3266
-8.9182e+05,1.3313
-8.9063e+05,1.3315
-8.9055e+05,1.3343
-8.9039e+05,1.3349
-8.8976e+05,1.3368
-8.8944e+05,1.337
-8.8912e+05,1.3376
-8.888e+05,1.338
-8.8856e+05,1.3388
-8.8777e+05,1.3415
-8.8745e+05,1.3423
-8.8673e+05,1.3443
-8.8546e+05,1.3455
-8.8434e+05,1.3464
-8.8291e+05,1.3478
-8.8164e+05,1.348
-8.806e+05,1.3486
-8.8037e+05,1.3496
-8.7869e+05,1.3512
-8.7432e+05,1.3537
-8.7082e+05,1.3541
-8.6938e+05,1.3563
-8.6556e+05,1.3574
-8.6509e+05,1.3578
-8.6445e+05,1.3584
-8.6182e+05,1.359
-8.6143e+05,1.3594
-8.6015e+05,1.36
-8.5928e+05,1.3625
-8.5267e+05,1.3631
-8.5044e+05,1.3633
-8.3843e+05,1.3635
-8.3525e+05,1.3639
-8.327e+05,1.3643
-8.3206e+05,1.3645
-8.2967e+05,1.3651
-8.2872e+05,1.3659
-8.2474e+05,1.3665
-8.2275e+05,1.3671
-8.171e+05,1.3677
-8.1639e+05,1.3682
-8.0524e+05,1.3684
-8.0278e+05,1.369
-8.0262e+05,1.3698
-8.0127e+05,1.37
-7.9856e+05,1.3702
-7.9745e+05,1.3704
-7.9665e+05,1.3718
-7.91e+05,1.372
-7.9012e+05,1.3722
-7.7795e+05,1.3724
-7.7628e+05,1.3728
-7.7572e+05,1.3735
-7.7071e+05,1.3739
-7.6983e+05,1.3741
-7.6195e+05,1.3749
-7.6156e+05,1.3765
-7.5559e+05,1.3769
-7.3848e+05,1.3771
-7.3339e+05,1.3773
-7.3291e+05,1.3777
-7.2622e+05,1.3785
-7.2599e+05,1.379
-7.076e+05,1.3796
-6.9789e+05,1.3804
-6.9447e+05,1.3806
-6.823e+05,1.3808
-6.8023e+05,1.381
-6.7752e+05,1.3816
-6.7171e+05,1.3822
-6.6917e+05,1.3826
-6.6726e+05,1.3828
-6.6543e+05,1.3832
-6.4911e+05,1.3845
-6.4203e+05,1.3849
-6.4179e+05,1.3855
-6.3598e+05,1.3857
-6.3551e+05,1.3867
-6.3065e+05,1.3881
-6.0232e+05,1.3883
-5.9882e+05,1.3885
-5.9715e+05,1.3891
-5.9604e+05,1.3893
-5.95e+05,1.3904
-5.9444e+05,1.3912
-5.471e+05,1.3918
-5.3572e+05,1.3924
-5.1733e+05,1.3936
-5.0102e+05,1.3938
-4.9155e+05,1.3944
-4.9075e+05,1.3961
-4.4914e+05,1.3965
-4.3839e+05,1.3983
-4.2057e+05,1.3985
-4.1102e+05,1.3993
-3.5818e+05,1.3997
-3.4075e+05,1.401
-3.2404e+05,1.4016
-3.1449e+05,1.4022
-3.0494e+05,1.4024
-2.942e+05,1.4032
-2.8624e+05,1.4042
-2.7908e+05,1.4044
-2.7112e+05,1.4054
-2.4605e+05,1.4067
-2.2178e+05,1.4083
-1.9632e+05,1.4091
-1.769e+05,1.4093
-1.6695e+05,1.4105
-1.6218e+05,1.4116
-1.3433e+05,1.4118
-1.2955e+05,1.412
-1.0886e+05,1.413
-1.0409e+05,1.4136
-72336,1.4142
-63980,1.4146
-55625,1.4162
-33025,1.4169
-24669,1.4179
-13608,1.4187
-4138,1.4191
15677,1.4197
20451,1.4201
27613,1.4209
36287,1.4211
52123,1.4217
56898,1.422
59206,1.4222
72654,1.4228
84511,1.4232
95573,1.4238
1.208e+05,1.424
1.2947e+05,1.4254
1.4173e+05,1.4258
1.5e+05,1.427
1.6966e+05,1.4273
1.8772e+05,1.4275
3.2921e+05,1.4283
3.725e+05,1.4287
3.8173e+05,1.4293
3.9558e+05,1.4301
4.0481e+05,1.4303
4.0863e+05,1.4309
4.1786e+05,1.4311
4.4762e+05,1.4319
